Date,Min Temperature (C),Max Temperature (C)
05-02-2023,17.0,23.6
05-03-2023,16.8,23.0
05-04-2023,14.9,28.1
05-05-2023,17.0,29.6
05-06-2023,16.9,31.8
05-07-2023,17.8,31.6
05-08-2023,19.1,32.8
05-09-2023,18.3,33.3
05-10-2023,15.7,32.3
05-11-2023,16.6,34.1
05-12-2023,17.2,35.1
05-13-2023,19.4,36.0
05-14-2023,22.2,36.0
05-15-2023,20.9,37.5
05-16-2023,20.4,37.6
05-17-2023,21.0,37.1
05-18-2023,18.9,32.1
05-19-2023,18.9,33.1
05-20-2023,19.6,35.0
05-21-2023,21.1,36.6
05-22-2023,21.6,38.8
05-23-2023,21.1,35.8
05-24-2023,21.5,32.1
05-25-2023,19.1,31.0
05-26-2023,19.0,31.1
05-27-2023,20.0,30.3
05-28-2023,18.4,32.6
05-29-2023,21.4,32.0
05-30-2023,19.7,31.8
05-31-2023,20.2,24.8
06-01-2023,18.6,29.8
06-02-2023,18.3,31.6
06-03-2023,18.5,32.6
06-04-2023,20.3,35.0
06-05-2023,21.0,36.0
06-06-2023,20.4,33.8
06-07-2023,20.4,34.6
06-08-2023,20.1,37.0
06-09-2023,20.4,37.1
06-10-2023,22.7,38.8
06-11-2023,22.7,36.8
06-12-2023,22.5,37.1
06-13-2023,23.5,38.3
06-14-2023,23.8,38.0
06-15-2023,21.4,34.8
06-16-2023,21.6,36.6
06-17-2023,24.0,37.8
06-18-2023,25.1,35.3
06-19-2023,23.1,36.3
06-20-2023,23.8,36.6
06-21-2023,25.0,35.0
06-22-2023,25.3,32.8
06-23-2023,25.7,30.8
06-24-2023,25.2,28.8
06-25-2023,22.9,26.7
06-26-2023,23.8,28.5
06-27-2023,24.4,31.3
06-28-2023,23.6,30.8
06-29-2023,24.6,30.5
06-30-2023,23.6,30.2
07-01-2023,24.0,32.1
07-02-2023,23.9,31.6
07-03-2023,25.2,33.2
07-04-2023,23.1,31.8
07-05-2023,23.1,27.9
07-06-2023,24.0,30.1
07-07-2023,23.6,30.1
07-08-2023,24.1,26.9
07-09-2023,23.4,26.0
07-10-2023,23.7,30.8
07-11-2023,23.3,28.4
07-12-2023,23.8,28.6
07-13-2023,23.7,30.3
07-14-2023,24.9,31.3
07-15-2023,25.0,32.1
07-16-2023,25.4,31.6
07-17-2023,25.3,31.3
07-18-2023,24.6,28.6
07-19-2023,25.1,30.6
07-20-2023,26.1,35.3
07-21-2023,26.3,33.8
07-22-2023,25.1,30.7
07-23-2023,24.4,35.3
07-24-2023,25.3,32.1
07-25-2023,25.7,32.6
07-26-2023,23.3,27.6
07-27-2023,24.6,31.6
07-28-2023,25.0,31.0
07-29-2023,23.7,29.6
07-30-2023,24.1,31.8
07-31-2023,25.4,32.3
08-01-2023,26.1,34.0
08-02-2023,25.9,29.7
08-03-2023,24.9,34.0
08-04-2023,25.1,28.8
08-05-2023,25.1,30.3
08-06-2023,25.0,29.0
08-07-2023,24.4,31.8
08-08-2023,25.2,30.6
08-09-2023,25.0,30.3
08-10-2023,24.8,29.1
08-11-2023,24.4,30.3
08-12-2023,25.3,28.2
08-13-2023,24.9,27.2
08-14-2023,23.2,28.0
08-15-2023,24.9,31.0
08-16-2023,24.7,33.3
08-17-2023,25.4,31.6
08-18-2023,23.7,33.3
08-19-2023,24.6,33.3
08-20-2023,24.8,30.3
08-21-2023,24.4,29.1
08-22-2023,24.3,27.3
08-23-2023,23.3,25.3
08-24-2023,22.7,28.7
08-25-2023,22.7,31.8
08-26-2023,23.1,32.6
08-27-2023,22.8,32.0
08-28-2023,23.6,31.0
08-29-2023,22.1,32.0
08-30-2023,22.6,33.6
08-31-2023,23.4,34.0
09-01-2023,25.4,34.1
09-02-2023,24.3,33.8
09-03-2023,24.5,34.0
09-04-2023,24.0,34.8
09-05-2023,22.7,34.0
09-06-2023,23.4,35.0
09-07-2023,23.5,34.1
09-08-2023,23.3,33.0
09-09-2023,23.1,28.3
09-10-2023,22.1,30.0
09-11-2023,23.2,32.8
09-12-2023,25.0,32.0
09-13-2023,24.8,30.8
09-14-2023,24.8,30.8
09-15-2023,22.7,29.0
09-16-2023,23.3,29.9
09-17-2023,23.5,30.1
09-18-2023,23.0,32.6
09-19-2023,23.5,33.3
09-20-2023,22.9,31.8
09-21-2023,23.7,31.8
09-22-2023,22.8,30.3
09-23-2023,22.9,30.1
09-24-2023,21.2,30.3
09-25-2023,20.7,31.3
09-26-2023,20.4,31.3
09-27-2023,20.5,31.1
09-28-2023,19.6,32.0
09-29-2023,20.2,33.1
09-30-2023,21.2,34.3
10-01-2023,21.2,32.0
10-02-2023,21.1,32.3
10-03-2023,18.9,32.8
10-04-2023,19.4,31.6
10-05-2023,18.9,32.1
10-06-2023,18.8,31.3
10-07-2023,19.7,31.3
10-08-2023,18.7,32.0
10-09-2023,19.4,32.6
10-10-2023,18.6,30.4
10-11-2023,16.7,31.6
10-12-2023,16.0,31.3
10-13-2023,16.1,31.3
10-14-2023,16.6,29.8
10-15-2023,17.0,32.0
10-16-2023,15.9,21.7
10-17-2023,14.3,26.6
10-18-2023,13.4,28.0
10-19-2023,13.0,28.1
10-20-2023,13.4,29.0
10-21-2023,12.6,28.0
10-22-2023,13.4,27.8
10-23-2023,14.5,28.8
10-24-2023,13.9,29.0
10-25-2023,13.2,30.1
10-26-2023,13.3,29.3
10-27-2023,14.0,29.0
10-28-2023,13.0,27.6
10-29-2023,14.1,28.3
10-30-2023,13.8,29.0
10-31-2023,13.9,29.1
11-01-2023,13.7,29.6
11-02-2023,13.0,29.6
11-03-2023,12.4,28.1
11-04-2023,12.6,28.3
11-05-2023,12.2,26.1
11-06-2023,12.2,27.1
11-07-2023,11.6,27.6
11-08-2023,12.1,27.8
11-09-2023,12.2,28.0
11-10-2023,13.3,23.6
11-11-2023,12.8,26.1
11-12-2023,12.0,26.8
11-13-2023,12.1,26.3
11-14-2023,12.3,27.1
11-15-2023,12.4,28.3
11-16-2023,11.7,27.0
11-17-2023,11.6,27.3
11-18-2023,11.6,28.0
11-19-2023,11.9,26.8
11-20-2023,13.0,26.3
11-21-2023,11.7,26.1
11-22-2023,9.6,25.3
11-23-2023,9.8,25.1
11-24-2023,10.3,27.1
11-25-2023,9.8,26.3
11-26-2023,10.4,25.6
11-27-2023,12.6,19.8
11-28-2023,12.4,21.6
11-29-2023,9.9,25.3
11-30-2023,12.5,23.6
12-01-2023,10.9,25.1
12-02-2023,10.4,24.1
12-03-2023,10.0,25.8
12-04-2023,11.6,24.8
12-05-2023,9.4,25.1
12-06-2023,9.5,26.1
12-07-2023,9.4,25.3
12-08-2023,8.7,23.1
12-09-2023,7.4,23.3
12-10-2023,6.6,23.0
12-11-2023,6.8,21.8
12-12-2023,8.3,21.6
12-13-2023,5.5,22.1
12-14-2023,5.3,23.0
12-15-2023,6.6,22.8
12-16-2023,6.2,21.6
12-17-2023,5.4,21.1
12-18-2023,4.7,22.3
12-19-2023,4.3,22.8
12-20-2023,5.1,20.6
12-21-2023,6.0,24.0
12-22-2023,6.6,23.0
12-23-2023,8.8,24.3
12-24-2023,7.6,24.1
12-25-2023,7.2,18.5
12-26-2023,6.4,19.6
12-27-2023,8.1,24.3
12-28-2023,9.0,22.1
12-29-2023,8.8,24.0
12-30-2023,8.9,23.0
12-31-2023,8.6,21.0
01-01-2024,9.3,21.0
01-02-2024,7.5,20.3
01-03-2024,7.5,21.6
01-04-2024,6.1,21.0
01-05-2024,6.4,21.6
01-06-2024,6.7,21.6
01-07-2024,6.8,21.3
01-08-2024,7.2,22.0
01-09-2024,6.1,20.3
01-10-2024,6.1,19.8
01-11-2024,5.5,18.0
01-12-2024,5.0,13.9
01-13-2024,7.2,19.1
01-14-2024,5.2,21.3
01-15-2024,5.0,21.1
01-16-2024,5.2,21.0
01-17-2024,5.3,21.6
01-18-2024,5.0,22.0
01-19-2024,7.9,12.4
01-20-2024,8.0,17.0
01-21-2024,4.1,20.1
01-22-2024,5.8,14.8
01-23-2024,5.0,19.6
01-24-2024,4.1,21.0
01-25-2024,3.6,21.3
01-26-2024,6.1,21.6
01-27-2024,5.0,21.0
01-28-2024,5.8,18.1
01-29-2024,5.1,22.1
01-30-2024,6.5,21.3
01-31-2024,8.0,19.8
02-01-2024,9.2,14.6
02-02-2024,5.2,18.8
02-03-2024,5.3,18.5
02-04-2024,9.0,16.0
02-05-2024,8.7,17.6
02-06-2024,6.7,17.3
02-07-2024,4.4,20.4
02-08-2024,4.0,21.0
02-09-2024,4.2,20.6
02-10-2024,7.3,21.0
02-11-2024,7.6,24.3
02-12-2024,7.5,20.9
02-13-2024,10.8,23.0
02-14-2024,8.3,24.0
02-15-2024,8.0,25.0
02-16-2024,9.0,24.3
02-17-2024,9.0,25.1
02-18-2024,10.0,22.6
02-19-2024,12.3,21.9
02-20-2024,13.5,24.6
02-21-2024,11.1,24.3
02-22-2024,8.0,22.8
02-23-2024,6.1,22.8
02-24-2024,6.9,20.1
02-25-2024,7.1,21.8
02-26-2024,7.5,23.6
02-27-2024,10.8,19.6
02-28-2024,7.3,24.1
02-29-2024,8.1,27.0
03-01-2024,11.2,25.1
03-02-2024,13.7,19.6
03-03-2024,12.7,19.0
03-04-2024,7.5,21.3
03-05-2024,7.1,22.3
03-06-2024,8.6,23.3
03-07-2024,9.9,24.6
03-08-2024,9.3,24.8
03-09-2024,9.1,26.1
03-10-2024,9.8,26.1
03-11-2024,14.9,26.8
03-12-2024,12.0,27.8
03-13-2024,11.9,26.0
03-14-2024,12.2,27.3
03-15-2024,10.8,28.1
03-16-2024,12.1,28.6
03-17-2024,12.7,28.1
03-18-2024,12.6,28.8
03-19-2024,12.6,29.0
03-20-2024,13.1,30.6
03-21-2024,14.9,24.6
03-22-2024,16.0,26.6
03-23-2024,14.3,29.1
03-24-2024,13.2,26.8
03-25-2024,13.2,30.8
03-26-2024,14.0,29.1
03-27-2024,17.8,32.0
03-28-2024,15.8,30.8
03-29-2024,17.1,31.4
03-30-2024,18.4,28.9
03-31-2024,17.4,30.4
04-01-2024,14.6,27.2
04-02-2024,14.2,28.0
04-03-2024,14.9,30.5
04-04-2024,17.6,34.6
04-05-2024,17.0,32.6
04-06-2024,15.2,33.0
04-07-2024,15.4,33.0
04-08-2024,15.6,32.3
04-09-2024,16.1,33.1
04-10-2024,16.8,34.0
04-11-2024,18.2,33.7
04-12-2024,17.9,35.6
04-13-2024,19.2,34.3
04-14-2024,20.0,29.8
04-15-2024,19.7,31.6
04-16-2024,18.2,30.9
04-17-2024,16.5,30.8
04-18-2024,18.3,31.1
04-19-2024,20.5,37.3
04-20-2024,20.9,34.1
04-21-2024,17.8,34.0
04-22-2024,18.3,32.6
04-23-2024,18.8,32.8
04-24-2024,15.4,34.3
04-25-2024,17.4,34.8
04-26-2024,17.2,37.0
04-27-2024,20.9,33.1
04-28-2024,18.4,34.6
04-29-2024,19.2,33.1
04-30-2024,18.1,35.0
05-01-2024,15.1,28.2
05-02-2024,14.3,33.3
05-03-2024,15.5,35.6
05-04-2024,21.5,37.8
05-05-2024,19.5,38.1
05-06-2024,20.3,37.8
05-07-2024,20.6,36.3
05-08-2024,21.8,31.8
05-09-2024,22.3,32.3
05-10-2024,23.2,37.2
05-11-2024,21.9,35.1
05-12-2024,21.1,35.0
05-13-2024,20.6,34.8
05-14-2024,18.7,37.1
05-15-2024,19.7,38.3
05-16-2024,21.2,38.0
05-17-2024,22.6,40.3
05-18-2024,23.5,40.6
05-19-2024,23.7,40.3
05-20-2024,23.6,39.8
05-21-2024,22.7,37.0
05-22-2024,24.7,37.1
05-23-2024,24.9,37.0
05-24-2024,25.8,37.1
05-25-2024,25.2,38.1
05-26-2024,24.8,39.3
05-27-2024,25.6,39.8
05-28-2024,23.2,40.1
05-29-2024,23.2,42.3
05-30-2024,27.2,42.3
05-31-2024,24.4,42.3
06-01-2024,23.1,41.6
06-02-2024,23.6,38.0
06-03-2024,25.4,38.1
06-04-2024,23.9,38.8
06-05-2024,23.9,39.1
06-06-2024,21.2,36.6
06-07-2024,22.0,38.0
06-08-2024,22.7,39.6
06-09-2024,22.6,39.8
06-10-2024,23.1,40.3
06-11-2024,23.7,41.3
06-12-2024,23.8,41.1
06-13-2024,25.1,41.8
06-14-2024,25.3,42.8
06-15-2024,24.7,41.8
06-16-2024,26.5,42.6
06-17-2024,27.7,42.8
06-18-2024,26.7,41.1
06-19-2024,22.9,40.1
06-20-2024,22.5,35.0
06-21-2024,24.2,34.8
06-22-2024,24.4,35.6
06-23-2024,25.7,34.0
06-24-2024,25.7,32.1
06-25-2024,24.7,37.1
06-26-2024,24.8,31.8
06-27-2024,25.9,34.0
06-28-2024,25.2,32.8
06-29-2024,25.9,35.0
06-30-2024,25.7,33.3
07-01-2024,24.9,32.1
07-02-2024,25.8,29.1
07-03-2024,24.3,28.0
07-04-2024,24.7,31.6
07-05-2024,24.9,28.8
07-06-2024,23.7,29.0
07-07-2024,23.7,32.1
07-08-2024,23.7,30.0
07-09-2024,24.4,33.6
07-10-2024,24.2,34.1
07-11-2024,24.7,33.0
07-12-2024,25.4,32.1
07-13-2024,24.7,32.6
07-14-2024,24.5,33.3
07-15-2024,24.2,32.8
07-16-2024,27.1,34.1
07-17-2024,24.9,28.9
07-18-2024,24.4,32.1
07-19-2024,25.5,32.8
07-20-2024,25.4,33.3
07-21-2024,26.3,31.8
07-22-2024,24.6,27.6
07-23-2024,25.7,31.8
07-24-2024,25.1,30.3
07-25-2024,25.8,32.0
07-26-2024,25.7,31.8
07-27-2024,25.4,31.5
07-28-2024,26.2,33.8
07-29-2024,24.4,34.3
07-30-2024,25.2,31.6
07-31-2024,24.1,33.8
08-01-2024,24.1,32.8
08-02-2024,25.2,32.8
08-03-2024,26.0,32.0
08-04-2024,25.0,31.1
08-05-2024,24.9,33.0
08-06-2024,25.1,32.6
08-07-2024,24.3,28.1
08-08-2024,24.8,30.3
08-09-2024,25.0,33.1
08-10-2024,24.8,29.3
08-11-2024,24.3,30.1
08-12-2024,23.9,29.2
08-13-2024,24.7,32.0
08-14-2024,25.1,30.1
08-15-2024,24.8,30.8
08-16-2024,25.2,34.0
08-17-2024,25.6,31.8
08-18-2024,25.1,32.1
08-19-2024,24.8,30.8
08-20-2024,24.3,29.1
08-21-2024,23.1,30.1
08-22-2024,23.4,30.6
08-23-2024,23.4,29.0
08-24-2024,24.6,31.8
08-25-2024,24.8,34.3
08-26-2024,24.4,33.0
08-27-2024,22.9,33.3
08-28-2024,23.6,31.1
08-29-2024,23.1,31.1
08-30-2024,23.3,33.0
08-31-2024,24.9,34.0
09-01-2024,24.8,34.1
09-02-2024,23.6,29.0
09-03-2024,23.9,31.8
09-04-2024,23.2,27.1
09-05-2024,22.7,30.8
09-06-2024,23.6,31.8
09-07-2024,23.7,30.0
09-08-2024,23.7,32.3
09-09-2024,24.3,32.8
09-10-2024,24.0,32.1
09-11-2024,23.2,34.0
09-12-2024,22.7,26.8
09-13-2024,22.0,24.0
09-14-2024,21.8,27.0
09-15-2024,21.6,30.1
09-16-2024,21.8,32.1
09-17-2024,24.1,31.8
09-18-2024,21.9,25.3
09-19-2024,21.4,32.8
09-20-2024,22.7,33.0
09-21-2024,25.1,34.0
09-22-2024,23.7,34.8
09-23-2024,24.0,35.6
09-24-2024,24.4,35.1
09-25-2024,24.6,33.0
09-26-2024,23.3,29.3
09-27-2024,23.1,29.6
09-28-2024,22.2,28.0
09-29-2024,22.9,30.8
09-30-2024,22.5,32.0
10-01-2024,22.0,31.0
10-02-2024,21.0,32.8
10-03-2024,20.7,32.3
10-04-2024,20.4,32.3
10-05-2024,20.2,32.3
10-06-2024,20.5,32.6
10-07-2024,19.8,32.0
10-08-2024,19.6,32.0
10-09-2024,19.2,31.8
10-10-2024,18.9,31.6
10-11-2024,17.0,32.0
10-12-2024,16.0,31.8
10-13-2024,17.1,30.8
10-14-2024,18.9,30.3
10-15-2024,17.1,30.8
10-16-2024,16.6,28.8
10-17-2024,17.0,29.1
10-18-2024,16.6,29.6
10-19-2024,16.5,29.8
10-20-2024,16.2,30.6
10-21-2024,15.9,30.1
10-22-2024,16.6,29.3
10-23-2024,16.0,32.1
10-24-2024,15.1,33.6
10-25-2024,14.4,30.1
10-26-2024,16.1,30.6
10-27-2024,16.7,29.8
10-28-2024,17.0,30.8
10-29-2024,18.2,30.6
10-30-2024,16.9,31.8
10-31-2024,15.7,29.3
11-01-2024,14.2,28.8
11-02-2024,13.8,30.0
11-03-2024,14.8,29.3
11-04-2024,15.3,29.8
11-05-2024,16.1,28.8
11-06-2024,15.4,29.1
11-07-2024,15.3,28.3
11-08-2024,15.1,27.3
11-09-2024,16.7,26.6
11-10-2024,16.0,27.6
11-11-2024,15.3,27.3
11-12-2024,14.6,27.3
11-13-2024,13.5,26.6
11-14-2024,13.5,26.8
11-15-2024,12.7,26.1
11-16-2024,11.5,25.8
11-17-2024,11.1,25.6
11-18-2024,10.8,21.8
11-19-2024,9.7,22.2
11-20-2024,9.1,22.9
11-21-2024,9.5,22.6
11-22-2024,9.7,25.8
11-23-2024,9.4,24.6
11-24-2024,9.8,25.0
11-25-2024,8.9,25.3
11-26-2024,8.7,24.0
11-27-2024,8.4,23.8
11-28-2024,7.6,25.0
11-29-2024,7.8,23.6
11-30-2024,8.7,24.3
12-01-2024,9.5,23.0
12-02-2024,8.5,26.1
12-03-2024,8.5,24.6
12-04-2024,7.8,26.0
12-05-2024,6.9,24.1
12-06-2024,5.9,22.3
12-07-2024,5.2,21.0
12-08-2024,5.5,22.3
12-09-2024,8.0,19.8
12-10-2024,3.4,21.1
12-11-2024,4.0,24.0
12-12-2024,4.7,22.1
12-13-2024,3.6,23.1
12-14-2024,3.6,23.1
12-15-2024,4.2,21.3
12-16-2024,5.5,24.1
12-17-2024,6.1,23.3
12-18-2024,6.5,21.5
12-19-2024,5.5,21.1
12-20-2024,5.9,23.0
12-21-2024,4.8,23.0
12-22-2024,5.8,23.0
12-23-2024,5.5,13.6
12-24-2024,6.8,17.3
12-25-2024,6.0,22.8
12-26-2024,6.2,23.0
12-27-2024,7.3,14.6
12-28-2024,10.5,14.0
12-29-2024,9.9,21.0
12-30-2024,10.4,19.6
12-31-2024,9.7,18.9
